UniqueCount	AmbigCount
609	0
57468	13
11241	3
798	0
40	0
6216	4
13339	7
17160	2
133	0
5764	4
1418	4
10659	7
2895	1
400	1
3424	7
2622	7
12843	13
4547	38
2121	33
4374	3
3792	0
4860	5
21905	11
38167	13
4533	2
807	1
2378	0
2503	2
5578	10222
12098	5
6601	4
279	0
2580	5
366	1
6797	2
10232	32
9402	54
4122	28
3051	7
2000	0
1430	1
1602	5
2699	0
2099	0
1077	0
5282	0
7623	2
629	0
7347	4
60105	18
11539	4
472	1
6	1
1352	0
112	5
6904	7
7209	47
2046	54
1300	8
34164	8
10830	1
6944	1
7546	84
2466	100
6381	15
6881	0
3269	14
2119	13
13217	3
412	0
6437	2
419	0
734368	1130
2145	31
9869	32
66691	1753
106436	1765
71895	575
67307	577
96560	44
110147	43
28313	38
40830	530
269116	759
46807	759
74363	1700
65356	2259
15076	1316
80407	1353
17793	1050
22897	1270
63420	2132
47801	1640
10095	929
20940	710
12744	360
14221	530
28978	576
13864	684
13313	429
36256	521
18531	758
36717	581
9448	325
28875	300
27589	209
2552	48
626	0
23431	810
26422	934
48504	497
72303	698
23299	331
5095	34
22022	213
3997	342
12163	172
30502	18
24	0
2344	2
11792	3
3396	1
1876	2
4437	41
2805	47
31290	35
4577	22
3765	21
2925	17
2706	4
5304	4
2370	1
529	0
2450	0
5574	4
240	0
5047	1
15597	7
1481	1
17715	8
2921	1
2853	0
28	0
8756	1
1490	1
3534	1
1018	2
4765	0
890	0
5328	1
250	0
2345	0
56275	18
1828	3
54938	15
234	1
913	0
1143	1
1442	2
24114	8
6787	3
5747	1
101	0
5130	1
1571	2
1539	5
1259	9
2437	30
3428	25
3453	0
429	0
70	0
31	0
3583	43
15498	46
1031	46
2076	63
2843	48
6690	55
1490	23
4687	7
336	5
11953	52
4168	58
1961	45
2941	41
582	2
0	0
0	0
6364	5
9654	38
6665	39
803	6
2611	7
463	7
815	2
4694	3
784	1
1699	9
1464	9
1630	4
461	2
1990	16
963	15
2262	4
2038	5
638	1
2450	4
9435	4
4616	2
16511	3
6833	1
3736	1
1309	6
8448	10
909	1
2114	0
308	0
35191	53
27524	58
20604	8
11956	12
638	38
9165	36
259	9
269	9
4998	6
5992	9
2366	20
21308	24
8809	1
2179	0
11243	6
495	9
2487	21
1597	12
14774	17
16204	10
8720	2
2136	64
6277	65
16492	3
1258	33
2148	32
5329	69
16378	73
1477	0
3812	1
326	0
113	0
12	0
73	0
394	0
1798	1
2890	16
1242	27
6510	20
2071	23
865	27
4827	11
32325	17
1774	2
17317	10
3240	1
15340	12
1660	11
3274	14
26990	11
7255	6
3377	1
1204	238
1028	0
39916	13
485	0
1127	0
149	0
16937	5
7777	2
403	1
27100	13
1833	9
3051	9
1856	1
19412	25
14882	15
635	0
6813	0
2611	0
26790	6
2281	14
4878	13
81	0
10717	3
1741	41
458	39
4619	1
2203	2
2245	4
4365	3
1608	0
1389	3
715	11
3759	11
4534	1
1732	2
99893	164
11758	175
17871	176
14496	280
24813	139
12450	5
1401	1
16100	7
6401	29
4044	27
6351	3
1841	1
8964	2
4147	1
37489	10
1435	0
29	0
1089	0
6452	1
12610	93
47290	124
5862	11
9901	98
2747	93
808	1
56	1
496	0
155	0
16	0
543	0
365	0
480	0
4526	2
786	11
427	11
267	1
677	17
736	17
2402	5
5647	7
10936	7
1134	3
169	0
14419	4
2555	0
3167	12
3306	11
5214	2
13444	6
253	1
2524	1
21824	9
643	0
4109	5
286136	82
3436	0
11327	4
6653	6
13828	5
2278	0
297	0
92945	28
1634	1
10929	29
9042	28
673	56
10105	60
2719	0
8020	5
298	1
1206	1
16316	94
7228	189
8644	219
11099	225
15604	159
15077	55
8166	1
270	5
1016	10
4413	5
5316	1
7594	3
13493	4
1689	0
382	0
250	0
2040	1
13136	6
139	10
5167	4
717	7
1210	6
9414	197
15865	561
15352	695
5435	335
2224	1
3434	38
27984	47
3715	8
213	8
842	1
708	15
2194	13
1237	8
1710	7
129411	37
2738	0
8316	5
34605	101
17255	91
23675	9
17169	125
8095	184
5143	67
3464	1
1659	0
5596	3
96793	6
4095	0
990	3
1931	5
2192	1
0	5065
860	1
3738	2
5740	4
331	7
2360	41
2567	38
2115	7
89658	36
4328	9
4372	15
58750	21
205	6
12652	34
5229	29
1804	32
1526	34
15733	9
346	0
2007	2
359	0
303	0
16	5
39	3
2099	8
1889	31
3667	22
7864	5
921	4
4335	4
16462	13
1338	3
2899	4
843	2
30722	13
914	0
590	1
316	5
2505	15
1317	13
57	0
2	0
7091	46
10441	52
1253	2
942	0
4069	4
1815	3
3384	16
1786	11
1336	0
1526	1
310	2
191	2
18429	5
1258	64
6038	74
3552	16
1023	41
1554	44
5865	22
6469	10
2644	7
10983	10
643	0
11795	0
1898	0
2481	0
3143	8
2031	47
3243	40
6585	18
1209	17
4826	1
18546	8
1363	3
1436	3
54	0
11	0
4416	3
979	3
3037	1
14756	1
5473	3
7482	559
26777	555
4348	1
18180	16
4330	240
3850	234
554	0
1803	17
707	17
353	0
3493	2
4254	107
5722	135
3534	33
1451	1
459	1
34189	8
886	2
1423	5
5566	8
1071	0
587	6
699	8
183	3
11990	5
2016	2
4765	1
672	0
364	0
85	0
9521	2
9097	0
35831	17
712	5
371	5
3978	10
2489	11
94865	29
1223	1
4142	2
8896	4
2318	4
20102	64
8041	70
2477	73
3188	62
4470	0
8258	47
2639	43
931	6
1234	7
5786	29
5680	27
4449	3
3127	2
3056	7
2182	8
2442	3
7534	5
16367	61
3835	81
3493	25
13249	11
14888	4
2808	1
99	0
1778	2
267	29
1395	28
33372	24
1292	14
1248	3
10333	5
8401	7
1898	0
5618	0
1408	0
3326	15
3230	14
334	6
1275	7
901	1
1782	1
19723	14
16459	16
43750	11
4731	3
1256	2
1547	7
900	4
414	0
2846	2
7528	24
1877	24
8250	5
4521	2
1015	0
2428	0
1963	1
6929	2
830	2
6518	3
270	1
4043	2
1716	5
766	14
2994	16
3305	6
1790	12
6035	15
303	10
43	0
392	0
2588	1
2543	2
2883	4
1502	4
9576	5
1172	1
4442	2
26206	67
49161	70
394	0
5707	3
1084	1
592	1
439	0
541	0
7427	2
9413	2
11207	3
6951	2
5725	5
9824	6
4388	5
3425	4
724	9
4548	9
5971	0
40227	16
1387	0
3606	0
2789	1
1194	0
440	1
17846	27
12961	26
3072	1
3405	0
699	14
564	28
1659	16
249	0
17750	3
3823	1
4251	4
12072	4
84	0
1780	0
6299	0
103690	8
194454	53
40486	17
7035	46
3173	92
32653	77
9447	77
2217	56
28444	10
63200	32
34304	17
27213	23
1656	31
23217	178
19999	159
6022	1
4106	2
1158	0
2461	3
2975	4
31	1
137	3
32	3
578	2
121	1
300	238
11835	30
2589	127
22856	106
949	0
518	0
26938	8
476	0
206	0
60	0
2	0
18	1
41	1
4246	0
8	0
32	0
1431	0
40	0
1501	3
1589	1
884	0
17782	8
8561	3
680	0
13931	2
5	0
28	0
9	0
1	0
22	0
14	0
470	0
1826	0
214	2
4033	15
417	14
3217	5
3835	8
611	7
45706	12
44391	18
103	14
15379	16
4295	2
1952	1
5886	1
1418	2
949	3
259	1
3630	3
36426	15
934	9
1407	9
12356	7
922	2
4021	13
9709	19
2190	0
2107	13
3563	14
304	0
41	0
79	0
56	0
2645	2
7196	182
4677	271
9450	93
5241	11
2560	6
1748	0
4200	0
530	0
824	10
669	10
975	0
1162	0
729	0
15950	12
1394	4
1133	2
13	0
100	0
293	0
6708	7
1607	6
595	0
262	0
14841	8
7886	2
2689	17
3786	22
2324	5
610	16
1699	17
3426	0
1056	0
31489	16
8079	1
34272	12
14153	66
3255	60
15830	111
15719	109
4089	39
2191	42
968	4
1334	0
10848	20
2231	18
268	0
103	0
676	1
4524	5
844	5
11309	38
745	34
17807	10
54588	25
1911	2
5300	1
2855	12
7061	13
3529	0
1537	6
14753	32
1924	20
21973	24
3629	15
428	0
1356	1
772	0
10523	7
1528	16
1962	15
64	0
4613	8
1784	6
10901	4
2801	40
1846	38
569	0
2233	0
160	0
3818	1
1335	0
876	0
6061	1
8459	2
3039	0
7944	0
2298	8
1986	7
825	0
3285	0
228	2
4605	2
10593	6
1855	14
3090	13
14209	7
3179	0
4673	1
1395	16
1332	26
1002	10
4293	45
6727	50
1456	3
1095	1
4879	21
929	25
1816	17
2773	9
4912	7
7894	16
601	4
1959	5
707	10
1476	5
1050	0
13257	4
6234	1
2490	2
4617	1
2094	14
3479	29
3410	48
80728	705
14190	651
27	0
5871	2
27935	8
757	0
1712	2
1073	2
1616	1
11898	10
490	1
289	0
1491	0
150985	944
18174	881
442	0
3358	14
973	14
15864	20
4842	17
8472	33
4452	53
4747	28
5589	12
36214	25
5503	0
6845	2
2254	0
14	0
4033	44
1254	45
20110	366
7348	536
5623	416
11250	223
5599	4
3864	2
1010	1
393	1
977	1
2281	1
9691	4
14381	8
1768	12
2957	34
1150	21
443	2
14475	9
168811	80
87596	177
93441	144
6591	0
3907	1
1268	8
769	8
3151	0
339	0
3817	7
2175	7
721	1
11920	40
2738	38
8642	2
1180	2
2656	0
2009	1
1700	0
2946	0
1945	2
957	0
5275	1
619	0
2994	2
4880	1
169	0
8767	3
9272	4
1355	35
2758	35
422	0
974	0
1762	3
7259	6
1944	20
1197	18
232	0
21786	9
1583	9
13743	16
11872	124
27503	332
10308	208
30036	8
22772	15
10911	5
288	0
86	2
10414	8
728	0
4987	0
2425	0
597	3
790	14
194	11
2992	1
6158	3
6492	3
7331	4
1429	0
11561	1
449597	149
2258	1
2178	1
728	0
530	1
1687	2
10456	5
7216	8
19570	6
4925	0
779	1
5220	1
1744	0
2990	1
554	0
21647	6
1349	9
2118	11
870	0
1683	1
2705	0
2214	2
1919	16
5579	18
43572	11
3939	1
981	0
8616	96
9574	99
5768	2
96	0
5121	0
562	2
3931	2
75950	17
7083	5
230	1
1131	0
27671	12
10274	19
1512	14
1354	1
1351	4
2810	5
3918	0
9480	0
10447	0
30188	4
23194	5
10545	2
2701	4
19760	16
1514	1
1715	4
1787	1
8038	0
50	0
5271	0
365	0
2199	1
1082	4
1792	30
2790	28
4210	7
51	9
408	7
64764	15
46911	19
121	0
1299	1
15170	1
27827	6
961	2
1525	2
4090	2
1851	1
362	0
2119	1
1053	11
1967	14
19828	13
34631	13
3723	3
30759	9
1584	0
12417	0
3877	0
8175	0
20098	2
1040	0
7195	11
12841	9
4887	10
1858	8
9029	7
5055	5
1745	5
2093	6
39880	13
498	8
11429	9
1800	0
904	0
60319	1
2986	0
28140	57
2262	50
3581	95
20089	100
12712	30
5708	38
9546	20
14137	62
8676	54
11226	3
22190	8
368	0
2058	1
2149	1
315	0
19713	6
1598	0
9763	3
1921	2
10803	3
20325	13
12071	2
5319	12
1174	10
345	0
444	0
22319	9
3596	1
799	5
10208	9
15239	6
3976	4
6702	1
413	0
1139	1
3486	1
1582	0
2206	2
2254	4
7875	5
7348	2
424	17
15224	36
37902	28
4377	1
1889	0
4429	0
1476	0
8965	3
1513	2
1070	0
15875	6
15864	55
2033	50
839	2
7666	2
13	0
49	0
8	9923
1504	1
15405	34
2681	59
7954	40
2879	1
1796	0
6704	1
3002	0
2523	11
2342	22
959	22
346	10
655	0
565	0
12651	0
38878	12
5238	4
4312	3
5345	1
2443	2
3408	2
5631	2
24610	16
5722	3
2083	1
1095	5
3319	13
7239	11
6239	2
1617	3
3625	0
4634	5
1230	13
1497	9
196	0
229	0
675	3
1237	3
13	0
2448	2
1439	16
2503	15
56887	13
602	0
70	0
17562	13
45028	64
21780	54
1248	0
66	0
1272	2
3483	2
1970	1
43070	23
22020	353
89323	374
1753	5
3627	6
3347	114
7127	126
3738	13
2246	0
799	1
148	0
1021	0
5385	4
510	1
665	2
94	0
43	0
2594	45
11146	87
3789	63
15976	54
32898	26
679	0
1037	5
1676	5
1209	0
5694	3
4935	15
13404	14
580	1
16673	13
4185	12
8574	5
11348	7
113	5065
1796	0
1732	0
4215	1
2426	2
566	9
1887	15
1819	6
468	1
3840	5
2089	2
3449	28
10551	34
5272	4
2820	2
933	0
2479	1
3233	8
736	8
4196	0
2110	0
205	0
312	0
961	0
288	0
233	0
12561	12
65644	24
12407	3
932	13
3448	12
9539	4
5307	6
5419	5
2820	2
227	2
2905	0
146	0
2844	2
2220	7
5233	18
30463	25
2671	105
29053	123
12279	11
376	0
2581	28
4349	54
6918	32
10446	133
2960	126
9427	2
45273	14
1266	3
159	3
10023	55
21702	58
13564	6
5243	6
12887	107
42882	114
11812	122
29663	127
35386	12
2162	26
3992	25
207978	83
3451	0
3875	0
3077	0
20759	8
922	0
442	0
123	9
0	0
0	0
197	9
3464	0
320	1
138	6
3131	6
48671	15
3938	20
1731	18
1614	10
2968	38
2619	100
3922	73
6474	2
8017	6
262	5
2213	2
3258	8
1505	14
10125	22
27864	38
3780	225
5254	293
9889	98
26867	12
16027	30
6751	65
1815	35
11836	1
24401	18
16637	14
8275	3
40479	33
4337	58
2146	39
400	10
22210	5
1738	18
6326	21
35630	934
31405	921
15352	4
3598	106
20584	112
4247	33
4251	34
1274	5
862	6
1989	3
1319	0
1770	0
367	0
6189	3
1400	15
713	14
855	3
7316	5
1	0
0	0
12	0
14	0
8954	2
9421	1
29566	8
475	0
9309	0
2174	1
3606	15
2252	15
30	0
2063	0
1387	0
1943	1
14709	6
6492	3
9052	332
70656	550
26494	323
63558	250
18178	673
28986	963
15333	464
18909	86
3244	28
2929	7
9320	10
824	0
20221	10
781	7
1263	7
5119	5
4220	2
2547	2
1413	7
20829	13
3224	2
1484	0
8155	6
2223	2
942	9
1745	140
6141	146
3526	59
845	52
7144	31
2012	31
4739	28
8049	21
655	0
31537	1
28308	15
3170	1
1198	0
291164	214
22605	112
4086	1
3375	6
245	4
531	0
4006	5
13349	7
937	0
46396	11
6789	43
1346	38
3062	4
4665	0
1070	8
975	13
873	3
400	0
1729	0
30829	11
3053	1
1454	0
9467	1
2028	1
441	1
1521	2
1831	16
9348	17
3527	0
1723	0
322	0
1227	2
357	10343
770	15
893	17
30427	8
4154	2
769	11
5553	12
2626	96
4440	93
1749	0
2886	21
904	21
4652	15
4502	16
1099	0
1781	2
1496	7
302	6
1886	0
2699	63
4122	64
13340	6
2625	10
1305	10
7279	48
1394	56
1286	14
3982	4
1253	0
626	0
17463	2
23990	239
36376	252
17085	14
1126	0
813	0
44259	667
31487	665
2136	12
1490	20
14942	10
21076	5
1864	2
372	21
6084	22
1478	4
7802	6
14433	103
10653	171
5015	73
270	0
3121	1
3218	1
7466	78
3219	77
5193	1
31813	11
7180	6
1454	22
1067	49
2328	32
10433	5
9937	5
313	0
3708	0
1004	27
13317	34
19160	7
4658	1
5404	2
87761	26
11536	1
590	0
878	0
228	0
68326	55
58148	51
3326	2
1333	0
27	0
48	1
19	0
45	0
0	0
144	0
5556	2
4273	2
24550	13
161	1
237	0
729	0
8371	2
6037	1
6526	3
1778	1
6429	7
4589	4
2432	11
18734	26
4003	26
1297	18
737	4
179	0
322	0
3583	0
288	0
1656	18
22514	196
11292	171
9794	39
17885	37
635	0
124992	50
5419	1
421	7
893	29
10845	26
5409	184
3998	182
14027	7
7283	141
8715	142
790	2
22750	18
9778	12
1822	3
1450	9
3554	23
16231	24
0	0
